"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"S_SAV_OBJ_84","00035060","Instruction Label","Global","Imported","1","0"
"FUN_00035074","00035074","Function","Global","Default","1","0"
"FUN_000350c4","000350c4","Function","Global","Default","1","0"
"S_SAV_OBJ_F8","000350d4","Instruction Label","Global","Imported","1","0"
"S_SAV_OBJ_130","0003510c","Function","Global","User Defined","0","0"
"S_SAV_OBJ_140","0003511c","Instruction Label","Global","Imported","1","0"
"S_SAV_OBJ_1BC","00035198","Instruction Label","Global","Imported","1","0"
"S_SAV_OBJ_200","000351dc","Function","Global","User Defined","0","0"
"S_SAV_OBJ_214","000351f0","Instruction Label","Global","Imported","1","0"
"S_SAV_OBJ_278","00035254","Instruction Label","Global","Imported","1","0"
"S_SAV_OBJ_2A4","00035280","Function","Global","User Defined","0","0"
"S_SAV_OBJ_2AC","00035288","Function","Global","User Defined","0","0"
"S_SAV_OBJ_2B4","00035290","Function","Global","User Defined","0","0"
"FUN_0003529c","0003529c","Function","Global","Default","0","0"
"_SpuGetAnyVoice","000352cc","Function","Global","User Defined","0","0"
"FUN_000352dc","000352dc","Function","Global","Default","2","0"
"FUN_000352f0","000352f0","Function","Global","Default","1","0"
"FUN_000352f8","000352f8","Function","Global","Default","1","0"
"FUN_000352fc","000352fc","Function","Global","Default","0","0"
"FUN_00035300","00035300","Function","Global","Default","1","0"
"FUN_00035308","00035308","Function","Global","Default","4","0"
"FUN_0003532c","0003532c","Function","Global","Default","0","0"
"SpuSetKey","0003535c","Function","Global","User Defined","0","0"
"FUN_0003539c","0003539c","Function","Global","Default","1","0"
"FUN_000353ac","000353ac","Function","Global","Default","1","0"
"S_SK_OBJ_9C","000353f8","Instruction Label","Global","Imported","1","0"
"FUN_00035404","00035404","Function","Global","Default","1","0"
"S_SK_OBJ_C4","00035420","Instruction Label","Global","Imported","1","0"
"S_SK_OBJ_E4","00035440","Instruction Label","Global","Imported","1","0"
"S_SK_OBJ_160","000354bc","Instruction Label","Global","Imported","1","0"
"S_SK_OBJ_188","000354e4","Instruction Label","Global","Imported","1","0"
"S_SK_OBJ_1AC","00035508","Function","Global","Imported","1","0"
"S_SK_OBJ_1B4","00035510","Function","Global","Imported","5","0"
"FUN_00035544","00035544","Function","Global","Default","1","0"
"SpuSetVoiceAttr","0003555c","Function","Global","Imported","0","0"
"S_SVA_OBJ_38","00035594","Instruction Label","Global","Imported","1","0"
"FUN_000355bc","000355bc","Function","Global","Default","1","0"
"S_SVA_OBJ_64","000355c0","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_7C","000355d8","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_8C","000355e8","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_98","000355f4","Instruction Label","Global","Imported","2","0"
"S_SVA_OBJ_A8","00035604","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_D8","00035634","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_E8","00035644","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_104","00035660","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_13C","00035698","Function","Global","User Defined","0","0"
"S_SVA_OBJ_144","000356a0","Function","Global","User Defined","0","0"
"S_SVA_OBJ_14C","000356a8","Function","Global","User Defined","0","0"
"S_SVA_OBJ_154","000356b0","Function","Global","User Defined","0","0"
"S_SVA_OBJ_15C","000356b8","Function","Global","User Defined","0","0"
"S_SVA_OBJ_164","000356c0","Function","Global","User Defined","0","0"
"S_SVA_OBJ_16C","000356c8","Function","Global","User Defined","0","0"
"S_SVA_OBJ_170","000356cc","Instruction Label","Global","Imported","2","0"
"S_SVA_OBJ_194","000356f0","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_1A0","000356fc","Instruction Label","Global","Imported","2","0"
"S_SVA_OBJ_1B8","00035714","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_1C8","00035724","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_1E4","00035740","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_21C","00035778","Function","Global","User Defined","0","0"
"S_SVA_OBJ_224","00035780","Function","Global","User Defined","0","0"
"S_SVA_OBJ_22C","00035788","Function","Global","User Defined","0","0"
"S_SVA_OBJ_234","00035790","Function","Global","User Defined","0","0"
"S_SVA_OBJ_23C","00035798","Function","Global","User Defined","0","0"
"S_SVA_OBJ_244","000357a0","Function","Global","User Defined","0","0"
"S_SVA_OBJ_24C","000357a8","Function","Global","User Defined","0","0"
"S_SVA_OBJ_250","000357ac","Instruction Label","Global","Imported","2","0"
"S_SVA_OBJ_274","000357d0","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_280","000357dc","Instruction Label","Global","Imported","2","0"
"S_SVA_OBJ_298","000357f4","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_2A8","00035804","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_2B4","00035810","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_2C8","00035824","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_2D4","00035830","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_2EC","00035848","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_300","0003585c","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_318","00035874","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_32C","00035888","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_33C","00035898","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_354","000358b0","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_368","000358c4","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_37C","000358d8","Instruction Label","Global","Imported","2","0"
"S_SVA_OBJ_3A8","00035904","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_3B8","00035914","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_3D0","0003592c","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_3F4","00035950","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_404","00035960","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_41C","00035978","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_430","0003598c","Instruction Label","Global","Imported","1","0"
"FUN_000359a0","000359a0","Function","Global","Default","5","0"
"S_SVA_OBJ_458","000359b4","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_46C","000359c8","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_474","000359d0","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_47C","000359d8","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_480","000359dc","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_4AC","00035a08","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_4BC","00035a18","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_4D4","00035a30","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_4E8","00035a44","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_504","00035a60","Instruction Label","Global","Imported","3","0"
"S_SVA_OBJ_528","00035a84","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_538","00035a94","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_550","00035aac","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_574","00035ad0","Instruction Label","Global","Imported","2","0"
"S_SVA_OBJ_594","00035af0","Instruction Label","Global","Imported","1","0"
"S_SVA_OBJ_5C0","00035b1c","Function","Global","User Defined","0","0"
"FUN_00035b30","00035b30","Function","Global","Default","2","0"
"_spu_note2pitch","00035b5c","Function","Global","User Defined","0","0"
"FUN_00035b84","00035b84","Function","Global","Default","1","0"
"S_N2P_OBJ_64","00035bc0","Instruction Label","Global","Imported","1","0"
"FUN_00035be0","00035be0","Function","Global","Default","3","0"
"S_N2P_OBJ_B0","00035c0c","Instruction Label","Global","Imported","1","0"
"S_N2P_OBJ_C8","00035c24","Function","Global","User Defined","0","0"
"_spu_pitch2note","00035c2c","Function","Global","User Defined","0","0"
"S_N2P_OBJ_E4","00035c40","Instruction Label","Global","Imported","1","0"
"S_N2P_OBJ_F0","00035c4c","Instruction Label","Global","Imported","1","0"
"FUN_00035c58","00035c58","Function","Global","Default","3","0"
"S_N2P_OBJ_100","00035c5c","Instruction Label","Global","Imported","1","0"
"FUN_00035c68","00035c68","Function","Global","Default","1","0"
"FUN_00035c78","00035c78","Function","Global","Default","5","0"
"S_N2P_OBJ_130","00035c8c","Instruction Label","Global","Imported","1","0"
"S_N2P_OBJ_14C","00035ca8","Instruction Label","Global","Imported","1","0"
"S_N2P_OBJ_158","00035cb4","Function","Global","User Defined","0","0"
"FUN_00035cc0","00035cc0","Function","Global","Default","6","0"
"S_N2P_OBJ_184","00035ce0","Instruction Label","Global","Imported","1","0"
"S_N2P_OBJ_198","00035cf4","Instruction Label","Global","Imported","1","0"
"S_N2P_OBJ_1B4","00035d10","Instruction Label","Global","Imported","1","0"
"FUN_00035d14","00035d14","Function","Global","Default","4","0"
"S_N2P_OBJ_1C0","00035d1c","Function","Global","User Defined","0","0"
"SpuGetVoiceEnvelope","00035d5c","Function","Global","User Defined","0","0"
"FUN_00035d78","00035d78","Function","Global","Default","1","0"
"FUN_00035d7c","00035d7c","Function","Global","Default","0","0"
"SsUtSetReverbType","00035e50","Function","Global","Imported","0","0"
"UT_REV_OBJ_24","00035e74","Instruction Label","Global","Imported","1","0"
"UT_REV_OBJ_50","00035ea0","Instruction Label","Global","Imported","1","0"
"UT_REV_OBJ_54","00035ea4","Function","Global","User Defined","0","0"
"UT_REV_OBJ_74","00035ec4","Instruction Label","Global","Imported","1","0"
"UT_REV_OBJ_88","00035ed8","Instruction Label","Global","Imported","1","0"
"UT_REV_OBJ_8C","00035edc","Function","Global","User Defined","0","0"
"FUN_00035ef0","00035ef0","Function","Global","Default","0","0"
"FUN_00035f10","00035f10","Function","Global","Default","0","0"
"SpuSetReverb","00035f30","Function","Global","Imported","0","0"
"S_SR_OBJ_28","00035f58","Instruction Label","Global","Imported","1","0"
"S_SR_OBJ_64","00035f94","Instruction Label","Global","Imported","1","0"
"S_SR_OBJ_B0","00035fe0","Instruction Label","Global","Imported","2","0"
"S_SR_OBJ_CC","00035ffc","Function","Global","User Defined","0","0"
"S_SR_OBJ_D0","00036000","Function","Global","User Defined","0","0"
"_SpuIsInAllocateArea","00036020","Function","Global","User Defined","0","0"
"S_M_UTIL_OBJ_1C","0003603c","Instruction Label","Global","Imported","1","0"
"S_M_UTIL_OBJ_2C","0003604c","Function","Global","User Defined","0","0"
"S_M_UTIL_OBJ_6C","0003608c","Instruction Label","Global","Imported","1","0"
"S_M_UTIL_OBJ_74","00036094","Instruction Label","Global","Imported","1","0"
"S_M_UTIL_OBJ_78","00036098","Function","Global","User Defined","2","0"
"_SpuIsInAllocateArea_","000360a0","Function","Global","User Defined","0","0"
"S_M_UTIL_OBJ_A4","000360c4","Instruction Label","Global","Imported","1","0"
"S_M_UTIL_OBJ_B8","000360d8","Function","Global","User Defined","0","0"
"S_M_UTIL_OBJ_F8","00036118","Instruction Label","Global","Imported","1","0"
"S_M_UTIL_OBJ_100","00036120","Instruction Label","Global","Imported","1","0"
"S_M_UTIL_OBJ_104","00036124","Function","Global","User Defined","2","0"
"SpuSetReverbModeParam","00036130","Function","Global","Imported","0","0"
"S_SRMP_OBJ_60","00036190","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_80","000361b0","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_AC","000361dc","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_B4","000361e4","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_FC","0003622c","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_13C","0003626c","Instruction Label","Global","Imported","1","0"
"FUN_00036278","00036278","Function","Global","Default","3","0"
"S_SRMP_OBJ_14C","0003627c","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_158","00036288","Function","Global","User Defined","0","0"
"S_SRMP_OBJ_168","00036298","Function","Global","User Defined","1","0"
"S_SRMP_OBJ_178","000362a8","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_1CC","000362fc","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_1F0","00036320","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_288","000363b8","Instruction Label","Global","Imported","3","0"
"S_SRMP_OBJ_298","000363c8","Instruction Label","Global","Imported","1","0"
"FUN_000363e0","000363e0","Function","Global","Default","1","0"
"S_SRMP_OBJ_2F0","00036420","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_310","00036440","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_31C","0003644c","Function","Global","User Defined","0","0"
"S_SRMP_OBJ_320","00036450","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_35C","0003648c","Instruction Label","Global","Imported","3","0"
"FUN_000364c8","000364c8","Function","Global","Default","1","0"
"S_SRMP_OBJ_39C","000364cc","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_3AC","000364dc","Instruction Label","Global","Imported","1","0"
"FUN_000364f8","000364f8","Function","Global","Default","2","0"
"S_SRMP_OBJ_3CC","000364fc","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_3DC","0003650c","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_400","00036530","Function","Global","User Defined","1","0"
"S_SRMP_OBJ_424","00036554","Function","Global","User Defined","1","0"
"S_SRMP_OBJ_43C","0003656c","Instruction Label","Global","Imported","2","0"
"S_SRMP_OBJ_444","00036574","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_464","00036594","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_4A0","000365d0","Instruction Label","Global","Imported","1","0"
"S_SRMP_OBJ_4A4","000365d4","Function","Global","User Defined","1","0"
"_spu_setReverbAttr","00036610","Function","Global","User Defined","0","0"
"S_SRA_OBJ_1C","0003662c","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_30","00036640","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_40","00036650","Instruction Label","Global","Imported","1","0"
"FUN_00036660","00036660","Function","Global","Default","1","0"
"S_SRA_OBJ_54","00036664","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_64","00036674","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_78","00036688","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_88","00036698","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_9C","000366ac","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_AC","000366bc","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_C0","000366d0","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_D0","000366e0","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_E4","000366f4","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_F4","00036704","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_108","00036718","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_118","00036728","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_12C","0003673c","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_13C","0003674c","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_150","00036760","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_160","00036770","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_174","00036784","Instruction Label","Global","Imported","1","0"
"FUN_00036790","00036790","Function","Global","Default","2","0"
"S_SRA_OBJ_184","00036794","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_198","000367a8","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_1A8","000367b8","Instruction Label","Global","Imported","1","0"
"FUN_000367c0","000367c0","Function","Global","Default","6","0"
"S_SRA_OBJ_1BC","000367cc","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_1CC","000367dc","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_1E0","000367f0","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_1F0","00036800","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_204","00036814","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_214","00036824","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_228","00036838","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_238","00036848","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_24C","0003685c","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_260","00036870","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_274","00036884","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_288","00036898","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_29C","000368ac","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_2B0","000368c0","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_2C4","000368d4","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_2D8","000368e8","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_2EC","000368fc","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_300","00036910","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_314","00036924","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_328","00036938","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_33C","0003694c","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_350","00036960","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_364","00036974","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_378","00036988","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_38C","0003699c","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_3A0","000369b0","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_3B4","000369c4","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_3C8","000369d8","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_3DC","000369ec","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_3F0","00036a00","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_404","00036a14","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_418","00036a28","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_42C","00036a3c","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_440","00036a50","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_454","00036a64","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_468","00036a78","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_47C","00036a8c","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_490","00036aa0","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_4A4","00036ab4","Instruction Label","Global","Imported","1","0"
"FUN_00036abc","00036abc","Function","Global","Default","1","0"
"S_SRA_OBJ_4B4","00036ac4","Instruction Label","Global","Imported","1","0"
"S_SRA_OBJ_4C8","00036ad8","Instruction Label","Global","Imported","1","0"
"SpuReserveReverbWorkArea","00036ae0","Function","Global","Imported","0","0"
"S_RRWA_OBJ_30","00036b10","Instruction Label","Global","Imported","2","0"
"S_RRWA_OBJ_3C","00036b1c","Function","Global","User Defined","0","0"
"SpuIsReverbWorkAreaReserved","00036b30","Function","Global","Imported","0","0"
"S_IRWAR_OBJ_28","00036b58","Instruction Label","Global","Imported","1","0"
"S_IRWAR_OBJ_30","00036b60","Function","Global","User Defined","0","0"
"SpuClearReverbWorkArea","00036b70","Function","Global","Imported","0","0"
"S_CRWA_OBJ_58","00036bc8","Instruction Label","Global","Imported","1","0"
"FUN_00036bcc","00036bcc","Function","Global","Default","2","0"
"S_CRWA_OBJ_60","00036bd0","Instruction Label","Global","Imported","1","0"
"S_CRWA_OBJ_84","00036bf4","Instruction Label","Global","Imported","1","0"
"S_CRWA_OBJ_9C","00036c0c","Function","Global","User Defined","0","0"
"S_CRWA_OBJ_BC","00036c2c","Instruction Label","Global","Imported","1","0"
"FUN_00036c54","00036c54","Function","Global","Default","4","0"
"S_CRWA_OBJ_E8","00036c58","Instruction Label","Global","Imported","1","0"
"S_CRWA_OBJ_EC","00036c5c","Instruction Label","Global","Imported","1","0"
"S_CRWA_OBJ_FC","00036c6c","Instruction Label","Global","Imported","1","0"
"S_CRWA_OBJ_150","00036cc0","Instruction Label","Global","Imported","1","0"
"S_CRWA_OBJ_170","00036ce0","Function","Global","User Defined","1","0"
"WaitEvent","00036d10","Function","Global","User Defined","0","0"
"FUN_00036d28","00036d28","Function","Global","Default","1","0"
"FUN_00036d40","00036d40","Function","Global","Default","0","0"
"strrchr","00036e18","Function","Global","User Defined","0","0"
"FUN_00036e50","00036e50","Function","Global","Default","0","0"
"FUN_00036e64","00036e64","Function","Global","Default","1","0"
"FUN_00036f50","00036f50","Function","Global","Default","0","0"
"FUN_0003708c","0003708c","Function","Global","Default","0","0"
"FUN_000370e0","000370e0","Function","Global","Default","0","0"
"SsSetSerialAttr","00037120","Function","Global","Imported","0","0"
"SSSATTR_OBJ_44","00037164","Instruction Label","Global","Imported","1","0"
"SSSATTR_OBJ_60","00037180","Instruction Label","Global","Imported","1","0"
"SSSATTR_OBJ_64","00037184","Instruction Label","Global","Imported","1","0"
"SSSATTR_OBJ_90","000371b0","Instruction Label","Global","Imported","1","0"
"SSSATTR_OBJ_A8","000371c8","Instruction Label","Global","Imported","2","0"
"SsSetMVol","000371e0","Function","Global","Imported","0","0"
"FUN_000371ec","000371ec","Function","Global","Default","1","0"
"SsSetTableSize","00037230","Function","Global","User Defined","0","0"
"SSTABLE_OBJ_38","00037268","Instruction Label","Global","Imported","1","0"
"FUN_00037294","00037294","Function","Global","Default","1","0"
"SSTABLE_OBJ_68","00037298","Instruction Label","Global","Imported","1","0"
"SSTABLE_OBJ_84","000372b4","Instruction Label","Global","Imported","1","0"
"SSTABLE_OBJ_A8","000372d8","Instruction Label","Global","Imported","1","0"
"SSTABLE_OBJ_CC","000372fc","Instruction Label","Global","Imported","1","0"
"SSTABLE_OBJ_E8","00037318","Instruction Label","Global","Imported","1","0"
"FUN_00037338","00037338","Function","Global","Default","1","0"
"FUN_000373a4","000373a4","Function","Global","Default","1","0"
"SSTABLE_OBJ_1F8","00037428","Instruction Label","Global","Imported","1","0"
"SSTABLE_OBJ_210","00037440","Instruction Label","Global","Imported","1","0"
"SsSetReservedVoice","00037450","Function","Global","User Defined","0","0"
"VS_SRV_OBJ_24","00037474","Instruction Label","Global","Imported","1","0"
"VS_SRV_OBJ_28","00037478","Function","Global","User Defined","0","0"
"FUN_00037480","00037480","Function","Global","Default","0","0"
"FUN_000374a0","000374a0","Function","Global","Default","0","0"
"FUN_00037540","00037540","Function","Global","Default","1","0"
"FUN_00037558","00037558","Function","Global","Default","1","0"
"FUN_000375d8","000375d8","Function","Global","Default","0","0"
"FUN_00037644","00037644","Function","Global","Default","1","0"
"FUN_00037694","00037694","Function","Global","Default","1","0"
"FUN_000376a0","000376a0","Function","Global","Default","0","0"
"FUN_000376e8","000376e8","Function","Global","Default","5","0"
"FUN_00037744","00037744","Function","Global","Default","1","0"
"FUN_00037784","00037784","Function","Global","Default","1","0"
"FUN_000377a4","000377a4","Function","Global","Default","1","0"
"FUN_000377cc","000377cc","Function","Global","Default","0","0"
"_SsSndSetVol","00037840","Function","Global","Imported","0","0"
"SSVOL_OBJ_60","000378a0","Instruction Label","Global","Imported","1","0"
"FUN_000378b4","000378b4","Function","Global","Default","1","0"
"SSVOL_OBJ_80","000378c0","Function","Global","User Defined","0","0"
"SsSeqSetVol","000378d0","Function","Global","Imported","0","0"
"SSVOL_OBJ_D8","00037918","Instruction Label","Global","Imported","1","0"
"SSVOL_OBJ_E8","00037928","Function","Global","User Defined","0","0"
"SsSepSetVol","00037938","Function","Global","Imported","0","0"
"SSVOL_OBJ_158","00037998","Instruction Label","Global","Imported","1","0"
"SSVOL_OBJ_178","000379b8","Function","Global","User Defined","0","0"
"SsUtKeyOn","000379d0","Function","Global","Imported","0","0"
"UT_KEY_OBJ_68","00037a38","Instruction Label","Global","Imported","1","0"
"FUN_00037a50","00037a50","Function","Global","Default","1","0"
"FUN_00037a5c","00037a5c","Function","Global","Default","3","0"
"FUN_00037a84","00037a84","Function","Global","Default","1","0"
"UT_KEY_OBJ_C8","00037a98","Instruction Label","Global","Imported","1","0"
"FUN_00037aa4","00037aa4","Function","Global","Default","1","0"
"UT_KEY_OBJ_E4","00037ab4","Instruction Label","Global","Imported","1","0"
"UT_KEY_OBJ_FC","00037acc","Instruction Label","Global","Imported","2","0"
"UT_KEY_OBJ_108","00037ad8","Instruction Label","Global","Imported","1","0"
"UT_KEY_OBJ_11C","00037aec","Instruction Label","Global","Imported","1","0"
"UT_KEY_OBJ_134","00037b04","Instruction Label","Global","Imported","2","0"
"UT_KEY_OBJ_144","00037b14","Function","Global","User Defined","0","0"
"UT_KEY_OBJ_148","00037b18","Function","Global","User Defined","0","0"
"UT_KEY_OBJ_220","00037bf0","Instruction Label","Global","Imported","1","0"
"UT_KEY_OBJ_230","00037c00","Instruction Label","Global","Imported","1","0"
"UT_KEY_OBJ_31C","00037cec","Instruction Label","Global","Imported","1","0"
"UT_KEY_OBJ_330","00037d00","Function","Global","User Defined","0","0"
"UT_KEY_OBJ_33C","00037d0c","Function","Global","User Defined","0","0"
"SsUtKeyOff","00037d3c","Function","Global","Imported","0","0"
"FUN_00037d40","00037d40","Function","Global","Default","2","0"
"FUN_00037d68","00037d68","Function","Global","Default","1","0"
"FUN_00037dec","00037dec","Function","Global","Default","1","0"
"FUN_00037e0c","00037e0c","Function","Global","Default","1","0"
"UT_KEY_OBJ_444","00037e14","Instruction Label","Global","Imported","5","0"
"UT_KEY_OBJ_458","00037e28","Function","Global","User Defined","0","0"
"UT_KEY_OBJ_490","00037e60","Instruction Label","Global","Imported","1","0"
"UT_KEY_OBJ_498","00037e68","Instruction Label","Global","Imported","1","0"
"UT_KEY_OBJ_49C","00037e6c","Function","Global","User Defined","0","0"
"SsUtSetReverbDepth","00037e80","Function","Global","User Defined","0","0"
"_SsVmAlloc","00037f10","Function","Global","User Defined","0","0"
"VM_ALOC1_OBJ_48","00037f58","Instruction Label","Global","Imported","1","0"
"FUN_00037f80","00037f80","Function","Global","Default","1","0"
"FUN_00037f9c","00037f9c","Function","Global","Default","2","0"
"VM_ALOC1_OBJ_98","00037fa8","Instruction Label","Global","Imported","2","0"
"VM_ALOC1_OBJ_F4","00038004","Instruction Label","Global","Imported","1","0"
"VM_ALOC1_OBJ_130","00038040","Instruction Label","Global","Imported","1","0"
"VM_ALOC1_OBJ_160","00038070","Function","Global","User Defined","0","0"
"VM_ALOC1_OBJ_164","00038074","Function","Global","User Defined","4","0"
"FUN_00038080","00038080","Function","Global","Default","2","0"
"VM_ALOC1_OBJ_178","00038088","Function","Global","User Defined","1","0"
"VM_ALOC1_OBJ_198","000380a8","Function","Global","Imported","5","0"
"VM_ALOC1_OBJ_1CC","000380dc","Instruction Label","Global","Imported","1","0"
"FUN_00038104","00038104","Function","Global","Default","9","0"
"VM_ALOC1_OBJ_204","00038114","Function","Global","Imported","9","0"
"FUN_00038124","00038124","Function","Global","Default","3","0"
"VM_ALOC1_OBJ_218","00038128","Instruction Label","Global","Imported","1","0"
"VM_ALOC1_OBJ_268","00038178","Instruction Label","Global","Imported","1","0"
"_SsVmDoAllocate","00038180","Function","Global","User Defined","0","0"
"FUN_000381a8","000381a8","Function","Global","Default","10","0"
"VM_ALOC2_OBJ_48","000381c8","Instruction Label","Global","Imported","1","0"
"FUN_0003820c","0003820c","Function","Global","Default","2","0"
